Nombres,Servidores,Clases,Cotas,Ganados,Perdidos,Niveles,% Winrate,Puntos
Rick-Morthy,Brutas,Anutrof,1000,31,37,200.0,45.59,381
Kheops-l,Herdegrize,Zurcarak,944,14,14,200.0,50.0,379
Kyouya,Brutas,Sram,961,21,23,200.0,47.73,378
Fun-heal,Oshimo,Aniripsa,1036,16,18,200.0,47.06,377
Dulink,Brutas,Yopuka,837,9,7,200.0,56.25,375
Magneto-Rubix,Oshimo,Sram,934,18,19,200.0,48.65,375
Canant,Brutas,Sacrogrito,958,18,19,200.0,48.65,375
Granerota,Brutas,Ocra,857,9,7,200.0,56.25,375
Dracktan,Herdegrize,Yopuka,903,21,23,200.0,47.73,375
Kokito,Herdegrize,Sacrogrito,926,12,11,199.0,52.17,375
Lady-kush,Herdegrize,Pandawa,853,9,7,200.0,56.25,375
Hinata-Ib,Brutas,Sacrogrito,918,9,7,200.0,56.25,375
Szamanek,Grandapan,Zurcarak,888,9,7,200.0,56.25,375
Fairy-drugs,Herdegrize,Aniripsa,958,15,15,200.0,50.0,375
Zodiark,Oshimo,Sacrogrito,900,39,47,199.0,45.35,375
Curador-Cain,Brutas,Sram,951,9,7,200.0,56.25,375
Lemacton,Oshimo,Feca,962,57,71,200.0,44.53,375
Finalista-ll,Terra Cogita,Feca,944,18,19,200.0,48.65,375
Dnys-ll,Brutas,Xelor,970,15,15,200.0,50.0,375
Pyor,Oshimo,Aniripsa,968,9,7,200.0,56.25,375
Piano-sacri,Herdegrize,Sacrogrito,917,30,35,200.0,46.15,375
Inferno-xx,Brutas,Yopuka,912,24,27,200.0,47.06,375
Eon-Arcaico,Brutas,Feca,900,12,11,200.0,52.17,375
Thomas-shelby,Terra Cogita,Sram,909,9,7,200.0,56.25,375
Hardtekno,Terra Cogita,Anutrof,878,27,31,200.0,46.55,375
Ame-ethyste,Herdegrize,Aniripsa,881,21,23,200.0,47.73,375
Manolo-l,Brutas,Zurcarak,873,57,71,200.0,44.53,375
Kfre,Brutas,Sram,914,12,11,200.0,52.17,375
Tilaoom,Herdegrize,Aniripsa,978,9,7,200.0,56.25,375
Katydii,Brutas,Pandawa,898,9,7,200.0,56.25,375
Narampa,Grandapan,Zurcarak,882,21,23,200.0,47.73,375
Polemique,Herdegrize,Pandawa,921,9,7,200.0,56.25,375
Rosamelanu,Brutas,Zurcarak,880,9,7,200.0,56.25,375
Den-thebest,Oshimo,Ocra,902,15,15,200.0,50.0,375
Yotape,Brutas,Xelor,956,33,39,200.0,45.83,375
Sacheiy,Oshimo,Sram,872,18,19,200.0,48.65,375
Sacriamg,Oshimo,Sacrogrito,916,45,55,199.0,45.0,375
Paps-lis,Oshimo,Feca,949,18,19,199.0,48.65,375
Sky-rs,Brutas,Osamodas,920,15,15,200.0,50.0,375
Off-Course,Herdegrize,Pandawa,970,9,7,200.0,56.25,375
Red-marru,Terra Cogita,Anutrof,987,13,13,200.0,50.0,374
Zettai,Herdegrize,Sacrogrito,1011,12,12,200.0,50.0,374
Dragonknight,Terra Cogita,Yopuka,1017,12,15,200.0,44.44,372
Leazy-Liz,Grandapan,Sadida,907,20,23,200.0,46.51,372
Top-Sniper,Brutas,Ocra,936,13,13,200.0,50.0,371
Aldrouc,Oshimo,Tymador,981,10,10,200.0,50.0,369
Kuji,Dodge,Sram,995,17,20,200.0,45.95,367
Freya-Br,Brutas,Yopuka,983,19,21,200.0,47.5,365
Cision,Brutas,Zurcarak,962,12,12,200.0,50.0,365
Rivai-Heicho,Oshimo,Yopuka,985,19,23,200.0,45.24,365
Beurckina-Faso,Herdegrize,Steamer,1002,7,6,200.0,53.85,363
Draca-Rys,Herdegrize,Sacrogrito,1001,10,9,200.0,52.63,363
Weed-meen,Brutas,Xelor,1057,24,35,200.0,40.68,363
Keiinie,Oshimo,Aniripsa,1061,16,20,200.0,44.44,362
Meziah,Dodge,Xelor,1027,23,28,200.0,45.1,362
Feuin,Herdegrize,Yopuka,998,11,12,200.0,47.83,362
Striike-Lenfoii,Oshimo,Zurcarak,1028,17,17,200.0,50.0,361
Smokken,Brutas,Aniripsa,1042,6,4,200.0,60.0,359
Butop,Grandapan,Aniripsa,1050,10,10,200.0,50.0,359
Makavell,Terra Cogita,Sram,967,57,72,200.0,44.19,359
Kagnaron,Brutas,Aniripsa,1056,7,6,200.0,53.85,358
Pterazal,Herdegrize,Aniripsa,1077,7,7,200.0,50.0,355
Cincinnathi,Brutas,Sram,959,19,21,200.0,47.5,355
Joshby,Brutas,Anutrof,949,17,18,200.0,48.57,355
Fuengoza,Brutas,Ocra,921,53,67,200.0,44.17,355
Skydrog,Oshimo,Xelor,1036,11,12,200.0,47.83,354
Jupiter-l,Terra Cogita,Sram,960,14,14,200.0,50.0,352
Rod-Barber,Brutas,Ocra,906,23,27,200.0,46.0,352
Ciciobello,Terra Cogita,Yopuka,1045,14,20,200.0,41.18,352
Adrious,Herdegrize,Sram,950,11,10,200.0,52.38,351
Sarp-Sp,Brutas,Ocra,879,14,14,200.0,50.0,350
Deastax,Oshimo,Xelor,963,8,6,199.0,57.14,350
Ultima-Ratio,Terra Cogita,Osamodas,928,11,10,200.0,52.38,350
Mixelines,Grandapan,Aniripsa,948,8,6,199.0,57.14,350
Eskeratcik,Brutas,Ocra,863,23,26,200.0,46.94,350
Litonabatida,Terra Cogita,Ocra,862,20,22,199.0,47.62,350
Sakuretzu,Brutas,Sram,917,17,18,200.0,48.57,350
Mr-Renan,Brutas,Yopuka,875,17,18,200.0,48.57,350
Sir-konstance,Terra Cogita,Sacrogrito,1070,5,5,200.0,50.0,350
Hokai,Grandapan,Ocra,925,16,17,200.0,48.48,350
Kingfacu,Brutas,Yopuka,886,8,6,200.0,57.14,350
Cana-biiss,Herdegrize,Feca,967,8,6,200.0,57.14,350
Dg-azul,Brutas,Zobal,841,14,14,199.0,50.0,350
Prenda,Herdegrize,Sram,931,44,54,200.0,44.9,350
Demounety,Grandapan,Pandawa,846,26,30,200.0,46.43,350
Zalapoo,Oshimo,Ocra,841,14,14,200.0,50.0,350
Yakushii,Herdegrize,Sadida,933,11,10,200.0,52.38,350
Kirithor,Brutas,Yopuka,903,14,14,200.0,50.0,350
Kurte,Oshimo,Zurcarak,866,11,10,200.0,52.38,350
Tor-Kiler,Brutas,Yopuka,877,35,42,199.0,45.45,350
El-cabe,Grandapan,Tymador,844,14,14,200.0,50.0,350
Samouerte,Herdegrize,Yopuka,880,8,6,200.0,57.14,350
Pepe-reborns,Terra Cogita,Aniripsa,1111,14,14,200.0,50.0,350
Le-champiion,Herdegrize,Yopuka,901,29,34,199.0,46.03,350
Esperancita-gom,Brutas,Aniripsa,954,14,14,200.0,50.0,350
Di-Shadow,Oshimo,Sacrogrito,935,23,26,200.0,46.94,350
Dero-ziira,Brutas,Ocra,945,6,4,200.0,60.0,350
Tirachrach,Terra Cogita,Yopuka,877,14,14,199.0,50.0,350
Roselinde,Dodge,Pandawa,887,8,6,200.0,57.14,350
Mortal-scop,Brutas,Ocra,870,47,58,199.0,44.76,350
Tirhy,Oshimo,Steamer,987,23,29,200.0,44.23,348
Nrol,Dodge,Ocra,1017,5,5,200.0,50.0,348
Rastaa-thoo,Terra Cogita,Ocra,1004,5,5,200.0,50.0,348
Horloge-Coeur,Herdegrize,Xelor,1043,7,6,200.0,53.85,347
Navi,Grandapan,Osamodas,995,8,7,200.0,53.33,346
Tankyboy-pchakh,Terra Cogita,Yopuka,1035,7,8,200.0,46.67,345
Gato-splinter,Brutas,Zurcarak,922,13,13,200.0,50.0,342
Hypnos-tik,Oshimo,Zobal,935,37,45,200.0,45.12,342
Panda-boum,Herdegrize,Pandawa,982,10,9,200.0,52.63,340
Eni-Magic,Brutas,Aniripsa,1083,6,6,200.0,50.0,339
Plog-o,Herdegrize,Sacrogrito,1013,6,4,200.0,60.0,339
Diabolika,Terra Cogita,Aniripsa,1044,7,6,200.0,53.85,339
Zavalla,Herdegrize,Zurcarak,971,8,7,200.0,53.33,338
Frenck,Dodge,Feca,1057,6,6,200.0,50.0,338
Sepuukuu,Terra Cogita,Steamer,979,6,4,200.0,60.0,336
Beshi,Terra Cogita,Xelor,1033,7,6,200.0,53.85,336
Jai-Carte,Herdegrize,Steamer,968,7,5,200.0,58.33,336
Lazy-Jar,Herdegrize,Steamer,990,10,10,200.0,50.0,335
Lou-two,Oshimo,Pandawa,995,32,39,200.0,45.07,334
Tea-may,Brutas,Tymador,922,32,39,200.0,45.07,332
Moshean,Terra Cogita,Sram,981,37,47,200.0,44.05,331
Kimblee-Ross,Brutas,Pandawa,1000,11,11,200.0,50.0,331
Guerrauf,Brutas,Zurcarak,939,13,13,200.0,50.0,331
Element-Charo,Herdegrize,Yopuka,972,6,4,200.0,60.0,331
Melle-gina,Oshimo,Ocra,961,11,11,200.0,50.0,330
Docientodecilan,Brutas,Yopuka,940,13,13,200.0,50.0,330
Osyriss,Terra Cogita,Sadida,1040,8,8,200.0,50.0,329
Universes,Oshimo,Feca,1029,7,6,200.0,53.85,328
Phantome-rolls,Oshimo,Sram,995,22,27,200.0,44.9,328
El-Leviatan,Grandapan,Ocra,916,13,13,200.0,50.0,327
Guillotine,Dodge,Sacrogrito,1000,12,12,200.0,50.0,326
Heisemberg,Brutas,Anutrof,982,12,17,200.0,41.38,326
Cmafaute,Herdegrize,Xelor,961,7,5,200.0,58.33,325
Syx,Brutas,Aniripsa,900,13,13,199.0,50.0,325
Namidesmuguiwar,Herdegrize,Sram,945,10,9,200.0,52.63,325
Laga-lette,Terra Cogita,Sram,863,10,9,200.0,52.63,325
Garou-Dz,Brutas,Zobal,839,28,33,200.0,45.9,325
Te-pa,Terra Cogita,Anutrof,924,7,5,200.0,58.33,325
Riddlez,Brutas,Sram,901,7,5,200.0,58.33,325
Allukha,Grandapan,Ocra,887,10,9,200.0,52.63,325
Broly-Gt,Brutas,Ocra,897,16,17,200.0,48.48,325
Mada-Fakaa,Dodge,Sadida,903,10,9,200.0,52.63,325
Comme-phoque,Herdegrize,Zobal,908,7,5,200.0,58.33,325
Krisito,Brutas,Yopuka,922,10,9,200.0,52.63,325
Hesko-ll,Terra Cogita,Zobal,910,7,5,200.0,58.33,325
Garbanza,Brutas,Anutrof,863,7,5,200.0,58.33,325
Wolverino,Terra Cogita,Pandawa,937,13,13,200.0,50.0,325
Tali-new,Herdegrize,Xelor,840,61,77,200.0,44.2,325
Ema-Kong,Brutas,Yopuka,892,13,13,199.0,50.0,325
Flipf-Vgt,Brutas,Pandawa,853,7,5,200.0,58.33,325
Akaane,Grandapan,Ocra,829,19,21,200.0,47.5,325
Qilx,Brutas,Feca,884,7,5,199.0,58.33,325
Inori-shu,Brutas,Aniripsa,994,7,5,200.0,58.33,325
Bat-on,Terra Cogita,Zurcarak,927,22,25,200.0,46.81,325
Kipone,Terra Cogita,Osamodas,950,10,9,200.0,52.63,325
Bloodyweed,Oshimo,Sacrogrito,933,46,57,200.0,44.66,325
Lachico,Oshimo,Anutrof,895,58,73,200.0,44.27,325
Agares,Herdegrize,Feca,955,13,13,200.0,50.0,325
Maltifree,Terra Cogita,Anutrof,926,7,5,200.0,58.33,325
Lyseriia,Herdegrize,Aniripsa,871,7,5,200.0,58.33,325
Weedpowder,Terra Cogita,Anutrof,921,7,5,200.0,58.33,325
Tony-m,Oshimo,Yopuka,876,10,9,200.0,52.63,325
Blainblaain,Terra Cogita,Yopuka,895,22,25,200.0,46.81,325
Raphaindel-Xll,Terra Cogita,Aniripsa,977,7,5,200.0,58.33,325
Ludi-do,Terra Cogita,Ocra,881,10,9,200.0,52.63,325
Okyz,Oshimo,Sacrogrito,942,25,29,200.0,46.3,325
Julio-Orosco,Brutas,Zobal,935,10,9,200.0,52.63,325
Afro-kuns,Brutas,Sram,946,19,21,200.0,47.5,324
Naataa,Herdegrize,Yopuka,1022,17,23,200.0,42.5,323
As-Athena,Herdegrize,Yopuka,1061,19,24,200.0,44.19,322
Whiitemambaa,Herdegrize,Pandawa,987,12,12,200.0,50.0,322
Distreek,Oshimo,Pandawa,1001,6,5,200.0,54.55,321
Gudusopp,Herdegrize,Ocra,931,9,8,200.0,52.94,321
Iam-Legends,Oshimo,Sram,986,70,97,200.0,41.92,320
Valabah,Herdegrize,Pandawa,993,8,7,200.0,53.33,320
Mme-Colz,Terra Cogita,Sram,970,9,8,200.0,52.94,319
Karlpyt,Terra Cogita,Osamodas,1014,8,8,200.0,50.0,318
Hot-Wax,Brutas,Ocra,912,38,47,200.0,44.71,317
Deepression,Brutas,Aniripsa,1078,6,6,200.0,50.0,316
Kalabigre,Oshimo,Ocra,971,8,9,200.0,47.06,315
Cyanna,Brutas,Pandawa,1082,9,13,200.0,40.91,314
Uchiha-Amateras,Brutas,Ocra,931,20,23,200.0,46.51,314
Swed,Herdegrize,Ocra,977,35,50,200.0,41.18,313
Sepukuu,Terra Cogita,Feca,995,9,8,200.0,52.94,313
Ombraziah,Terra Cogita,Sram,1032,24,34,200.0,41.38,311
Takeda-Sun,Herdegrize,Anutrof,975,9,8,200.0,52.94,311
Fxmax,Terra Cogita,Sacrogrito,1071,7,8,200.0,46.67,311
Voraxe,Herdegrize,Xelor,1116,8,13,200.0,38.1,309
Carmago,Brutas,Osamodas,982,8,7,200.0,53.33,308
Kussdeuxpointze,Terra Cogita,Pandawa,999,13,14,200.0,48.15,308
Bunkeer,Oshimo,Yopuka,931,51,64,200.0,44.35,308
Ooes,Herdegrize,Sacrogrito,1000,14,15,200.0,48.28,307
Can-angel,Brutas,Aniripsa,1092,12,16,200.0,42.86,306
Ox-tueurr,Herdegrize,Yopuka,962,18,20,200.0,47.37,306
Canamexi,Oshimo,Feca,1022,12,13,200.0,48.0,304
Psychonoraciste,Oshimo,Zobal,995,26,32,200.0,44.83,303
Seals,Terra Cogita,Yopuka,954,6,4,200.0,60.0,303
Jun-xl,Brutas,Ocra,916,9,8,200.0,52.94,301
Carlota,Terra Cogita,Xelor,967,15,16,200.0,48.39,301
Tevada,Dodge,Yopuka,1078,11,17,200.0,39.29,301
Barakat,Grandapan,Zurcarak,940,9,8,200.0,52.94,301
Pandakex,Brutas,Pandawa,898,9,8,200.0,52.94,300
Sraam-Oz,Brutas,Sram,931,9,8,200.0,52.94,300
Brook-samo,Herdegrize,Sram,878,24,28,200.0,46.15,300
Reyback,Brutas,Xelor,963,6,4,200.0,60.0,300
Kartoushe,Terra Cogita,Sram,919,6,4,200.0,60.0,300
Whartox,Oshimo,Sacrogrito,939,6,4,200.0,60.0,300
Halenx,Brutas,Yopuka,894,12,12,200.0,50.0,300
Puge,Oshimo,Sacrogrito,913,9,8,200.0,52.94,300
Sanngohan,Herdegrize,Sram,880,18,20,200.0,47.37,300
Black-Mania,Oshimo,Steamer,918,9,8,200.0,52.94,300
Pesadelo-x,Brutas,Pandawa,923,12,12,200.0,50.0,300
Uch-Sarada,Brutas,Sram,869,12,12,200.0,50.0,300
Blackbustertime,Brutas,Xelor,899,9,8,200.0,52.94,300
Caaptaine-kid,Terra Cogita,Steamer,907,12,12,200.0,50.0,300
Praesidia,Dodge,Feca,839,6,4,200.0,60.0,300
Noopy-Oo,Herdegrize,Sadida,986,12,12,200.0,50.0,300
Crog-Mort,Oshimo,Sram,947,33,40,200.0,45.21,300
Belzou,Terra Cogita,Pandawa,960,12,12,200.0,50.0,300
Jinzor,Terra Cogita,Tymador,894,51,64,200.0,44.35,300
Kunei,Herdegrize,Pandawa,905,15,16,200.0,48.39,300
Olaly,Brutas,Feca,1017,10,10,200.0,50.0,300
Kasael,Terra Cogita,Yopuka,853,60,76,200.0,44.12,300
Veio-Rabugento,Brutas,Anutrof,845,12,12,200.0,50.0,300
Nwol,Oshimo,Zurcarak,836,6,4,200.0,60.0,300
Los-Coocooss,Oshimo,Xelor,949,33,40,200.0,45.21,300
Rroolleexx,Oshimo,Xelor,979,21,24,200.0,46.67,300
Zacknafein,Brutas,Yopuka,819,6,4,200.0,60.0,300
Meowrra,Brutas,Zurcarak,873,9,8,200.0,52.94,300
Walkdown,Herdegrize,Sram,830,6,4,200.0,60.0,300
Katzull,Brutas,Sacrogrito,853,15,16,200.0,48.39,300
Jtesoulevetarac,Terra Cogita,Pandawa,892,6,4,200.0,60.0,300
Elsadrr,Oshimo,Yopuka,934,6,4,200.0,60.0,300
Scypion,Terra Cogita,Sram,861,6,4,200.0,60.0,300
Celia-Crus,Brutas,Anutrof,830,6,4,199.0,60.0,300
Vita-Min,Oshimo,Sram,1026,8,10,200.0,44.44,300
Fumepas,Terra Cogita,Sacrogrito,959,9,8,200.0,52.94,300
Sr-Lineker,Brutas,Sram,919,12,12,200.0,50.0,300
Yuliana,Grandapan,Sram,826,9,8,200.0,52.94,300
Pilf-ace,Terra Cogita,Zurcarak,926,6,4,200.0,60.0,300
Ecorse,Oshimo,Sadida,867,6,4,200.0,60.0,300
Waam,Dodge,Zurcarak,920,12,12,200.0,50.0,300
Palienka,Oshimo,Sram,828,6,4,200.0,60.0,300
Toshiro-uchiwa,Terra Cogita,Yopuka,906,9,8,200.0,52.94,300
Ruth-Nali,Brutas,Aniripsa,920,21,24,199.0,46.67,300
Yomao,Grandapan,Zobal,826,9,8,200.0,52.94,300
Bitsurn,Terra Cogita,Sram,909,30,36,200.0,45.45,300
Lounadazz,Herdegrize,Anutrof,949,15,16,200.0,48.39,300
Psilocibine,Brutas,Xelor,923,12,12,200.0,50.0,300
Stiksmeister,Terra Cogita,Sadida,955,6,4,200.0,60.0,300
Its-Aperos,Terra Cogita,Zurcarak,849,33,40,199.0,45.21,300
Bohemond,Oshimo,Yopuka,923,33,40,200.0,45.21,300
Timexelo,Oshimo,Xelor,972,15,16,200.0,48.39,300
Dani-elena,Brutas,Sram,875,18,20,200.0,47.37,300
Matthaus,Herdegrize,Steamer,830,6,4,200.0,60.0,300
Supersilver,Terra Cogita,Aniripsa,1002,6,4,200.0,60.0,300
Detx,Brutas,Yopuka,883,9,8,199.0,52.94,300
Kleppza,Brutas,Sram,933,6,4,200.0,60.0,300
Virus-Toxic,Brutas,Sram,909,42,52,200.0,44.68,300
The-mani,Dodge,Pandawa,930,21,24,200.0,46.67,300
Lonmae,Grandapan,Sram,878,12,12,200.0,50.0,300
Onzze,Brutas,Aniripsa,892,6,4,200.0,60.0,300
Is-teammer,Brutas,Steamer,858,6,4,200.0,60.0,300
Mizz-op,Brutas,Feca,942,9,8,200.0,52.94,300
General-archero,Oshimo,Ocra,950,9,9,200.0,50.0,299
Diosa-malas,Dodge,Ocra,958,11,12,200.0,47.83,297
Blackaflip,Dodge,Zurcarak,1051,6,8,200.0,42.86,296
Doomboose,Terra Cogita,Pandawa,1050,5,5,200.0,50.0,293
Ewin,Oshimo,Xelor,971,44,58,200.0,43.14,291
Eben-Il,Herdegrize,Pandawa,1124,6,9,200.0,40.0,290
Can-dee,Dodge,Anutrof,1040,5,5,200.0,50.0,289
Le-couzz,Herdegrize,Zurcarak,955,13,14,200.0,48.15,289
Juldix,Oshimo,Pandawa,997,12,13,200.0,48.0,288
Brandon-Zurk,Brutas,Zurcarak,945,28,34,200.0,45.16,287
Samakuze,Oshimo,Aniripsa,1033,7,6,200.0,53.85,284
Ageencce,Oshimo,Ocra,976,6,6,200.0,50.0,283
Ampur-fusion,Terra Cogita,Sacrogrito,1002,26,32,200.0,44.83,281
Hara-kiirii,Terra Cogita,Sacrogrito,1054,6,7,200.0,46.15,281
Nermis,Herdegrize,Xelor,1038,14,17,200.0,45.16,280
Big-Faust,Terra Cogita,Zurcarak,1007,34,49,200.0,40.96,280
Ilaon,Brutas,Yopuka,959,11,11,200.0,50.0,278
Denver-phenix,Oshimo,Yopuka,923,44,55,200.0,44.44,278
Sasu-Va,Terra Cogita,Sacrogrito,982,32,39,200.0,45.07,278
Belygr,Herdegrize,Pandawa,915,17,19,200.0,47.22,277
Sanadora-kun,Brutas,Aniripsa,1007,14,15,200.0,48.28,276
Crissn,Brutas,Ocra,886,43,54,200.0,44.33,276
Guerniqua,Herdegrize,Yopuka,948,11,11,200.0,50.0,276
The-punisherr,Dodge,Osamodas,1035,5,5,200.0,50.0,276
Xhlarkinxx,Brutas,Zurcarak,861,23,27,200.0,46.0,275
Gze,Terra Cogita,Aniripsa,991,8,7,200.0,53.33,275
Ex-Tsunadi,Brutas,Sram,915,11,11,200.0,50.0,275
Kaarpediem,Herdegrize,Aniripsa,1006,11,11,200.0,50.0,275
Gimlyn,Brutas,Pandawa,927,32,39,200.0,45.07,275
Maalpadree,Brutas,Yopuka,829,11,11,200.0,50.0,275
Brook-sann,Terra Cogita,Anutrof,896,17,19,200.0,47.22,275
Cheezz,Herdegrize,Pandawa,902,17,19,200.0,47.22,275
Sasuk-Ushii,Terra Cogita,Ocra,870,14,15,200.0,48.28,275
Memoli,Terra Cogita,Yopuka,889,29,35,200.0,45.31,275
Celeste-ll,Terra Cogita,Sacrogrito,871,11,11,200.0,50.0,275
Digimon-zaa,Brutas,Aniripsa,1001,11,11,200.0,50.0,275
Staylost,Oshimo,Xelor,932,14,15,200.0,48.28,275
Casocarras,Brutas,Zurcarak,882,17,19,200.0,47.22,275
Zakio,Brutas,Xelor,974,11,11,200.0,50.0,275
Scoobyy,Grandapan,Xelor,816,8,7,200.0,53.33,275
Circose,Herdegrize,Zobal,974,8,7,200.0,53.33,275
Kinder-bllood,Terra Cogita,Zobal,903,17,19,200.0,47.22,275
Yeji,Brutas,Aniripsa,1028,10,10,200.0,50.0,275
Kitkat-rgb,Brutas,Zurcarak,933,14,15,200.0,48.28,275
Naathii,Dodge,Osamodas,938,8,7,200.0,53.33,275
Diabloinfante,Brutas,Sram,868,17,19,200.0,47.22,275
Aokiji-xlv,Brutas,Xelor,986,8,7,200.0,53.33,275
Chloraxx,Oshimo,Feca,971,20,23,200.0,46.51,275
Wabiske,Dodge,Pandawa,933,8,7,200.0,53.33,275
Talingo,Terra Cogita,Sadida,934,38,47,200.0,44.71,275
Blacknico,Oshimo,Yopuka,908,17,19,200.0,47.22,275
Lophea,Dodge,Xelor,1007,7,6,200.0,53.85,275
Zyreon,Grandapan,Aniripsa,867,32,39,200.0,45.07,275
Papillonette,Terra Cogita,Xelor,920,20,23,200.0,46.51,275
Ada-won,Grandapan,Ocra,884,14,15,200.0,48.28,275
Colback,Terra Cogita,Sadida,961,23,27,200.0,46.0,275
Jhealpas-jefarm,Terra Cogita,Aniripsa,912,8,7,200.0,53.33,275
Garzia,Brutas,Sacrogrito,882,38,47,200.0,44.71,275
Anthology,Brutas,Yopuka,953,8,7,200.0,53.33,275
Saigneur-Guerri,Terra Cogita,Yopuka,863,11,11,200.0,50.0,275
Spardda,Brutas,Sacrogrito,941,38,47,200.0,44.71,275
Mortho,Brutas,Yopuka,838,17,19,200.0,47.22,275
Atraxie,Terra Cogita,Aniripsa,945,11,11,200.0,50.0,275
Yoshishi,Terra Cogita,Feca,972,20,23,200.0,46.51,275
Elratmort,Oshimo,Sacrogrito,930,32,39,200.0,45.07,275
Nuhe-c,Brutas,Yopuka,894,8,7,200.0,53.33,275
Slownx,Oshimo,Yopuka,981,6,5,200.0,54.55,272
Shaeyo,Dodge,Pandawa,1096,6,10,200.0,37.5,271
Naphtalia,Grandapan,Sram,1027,5,5,200.0,50.0,270
Teilemrak,Oshimo,Pandawa,988,10,10,200.0,50.0,270
Shadow-bone,Brutas,Sram,1058,7,10,200.0,41.18,270
Rikerrel,Brutas,Zurcarak,964,6,5,200.0,54.55,269
Sirroxix,Brutas,Pandawa,1036,12,15,200.0,44.44,268
Finn-shelby,Terra Cogita,Xelor,995,13,14,200.0,48.15,267
Boomboomboomboo,Herdegrize,Ocra,939,31,39,200.0,44.29,267
Coinsistant,Terra Cogita,Xelor,1084,10,14,200.0,41.67,267
Ell-Cattoo,Brutas,Zurcarak,993,6,5,200.0,54.55,265
Chaldee-l,Oshimo,Feca,1000,15,17,200.0,46.88,262
El-cancerbero,Brutas,Sram,1004,13,16,200.0,44.83,260
Chikushodo-sama,Terra Cogita,Osamodas,1031,5,5,200.0,50.0,260
Ghostbacc,Brutas,Sacrogrito,992,9,9,200.0,50.0,259
Ulquiorraxcifre,Brutas,Zurcarak,939,21,25,200.0,45.65,259
Foretsgump,Terra Cogita,Sadida,1050,19,26,200.0,42.22,257
Renee-Sance,Terra Cogita,Aniripsa,1062,6,6,200.0,50.0,252
Xs-arc,Herdegrize,Ocra,914,31,38,200.0,44.93,252
Thc-Seuvrage,Oshimo,Aniripsa,1093,7,9,200.0,43.75,252
Hidden-Truth,Herdegrize,Sram,907,28,34,200.0,45.16,250
Ankz,Brutas,Xelor,892,7,6,199.0,53.85,250
Zoffia,Brutas,Ocra,872,28,34,200.0,45.16,250
Lcz-sacripan,Oshimo,Sacrogrito,846,10,10,200.0,50.0,250
Noctarie,Terra Cogita,Sram,874,61,78,199.0,43.88,250
Diosa-escudox,Brutas,Feca,911,10,10,200.0,50.0,250
Pwatique,Oshimo,Aniripsa,951,22,26,200.0,45.83,250
Ootama,Brutas,Feca,939,10,10,200.0,50.0,250
Chei-yop,Brutas,Yopuka,923,10,10,200.0,50.0,250
Capitu-Lation,Herdegrize,Feca,940,10,10,200.0,50.0,250
Kindrah,Brutas,Yopuka,899,16,18,200.0,47.06,250
Shield-Prech,Oshimo,Feca,974,7,6,200.0,53.85,250
Kmiilo-x,Brutas,Feca,955,7,6,200.0,53.85,250
Alioros,Herdegrize,Ocra,890,19,22,200.0,46.34,250
Case-Zane,Brutas,Tymador,849,10,10,200.0,50.0,250
Testament,Terra Cogita,Pandawa,901,7,6,200.0,53.85,250
Valdiry,Brutas,Sadida,928,19,22,200.0,46.34,250
Jazzyi,Terra Cogita,Pandawa,970,10,10,200.0,50.0,250
Mr-tym,Grandapan,Tymador,870,22,26,200.0,45.83,250
Kaz-Burne,Terra Cogita,Yopuka,952,7,6,200.0,53.85,250
Makshoot,Herdegrize,Ocra,830,52,66,200.0,44.07,250
Bird-Box,Herdegrize,Zurcarak,907,10,10,200.0,50.0,250
Dante-cura,Brutas,Aniripsa,961,16,18,200.0,47.06,250
King-Martt,Brutas,Yopuka,870,10,10,200.0,50.0,250
Payks,Herdegrize,Steamer,697,16,18,200.0,47.06,250
Regis-rohellec,Brutas,Xelor,928,10,10,200.0,50.0,250
Gedaax,Herdegrize,Feca,978,13,14,200.0,48.15,250
Guerra-Dd,Brutas,Yopuka,847,19,22,200.0,46.34,250
Walahcestonton,Oshimo,Steamer,901,16,18,200.0,47.06,250
Bio-too,Brutas,Pandawa,893,19,22,200.0,46.34,250
Smocke-King,Herdegrize,Yopuka,873,7,6,200.0,53.85,250
Alhpa,Brutas,Sacrogrito,911,19,22,200.0,46.34,250
Solosoyyo,Brutas,Sacrogrito,878,10,10,200.0,50.0,250
Hashiish,Herdegrize,Xelor,962,7,6,200.0,53.85,250
Resspect,Brutas,Osamodas,897,7,6,200.0,53.85,250
Arqueiro-Lendar,Brutas,Ocra,892,10,10,200.0,50.0,250
Helsinskii,Brutas,Osamodas,900,52,66,200.0,44.07,250
Zeroiix,Oshimo,Ocra,912,10,10,200.0,50.0,250
Hellfestsacri,Herdegrize,Sacrogrito,962,7,6,200.0,53.85,250
Mi-ckey,Herdegrize,Sram,926,19,22,200.0,46.34,250
Hemolysis,Brutas,Xelor,929,7,6,200.0,53.85,250
Papipwo,Grandapan,Anutrof,860,25,30,200.0,45.45,250
Santikiil,Brutas,Ocra,856,37,46,200.0,44.58,250
Avkl,Brutas,Feca,976,7,6,200.0,53.85,250
Shoko-Nakumara,Brutas,Aniripsa,937,16,18,200.0,47.06,250
Miss-Plaie,Terra Cogita,Aniripsa,1059,6,6,200.0,50.0,250
Ala-Roca,Brutas,Pandawa,909,7,6,200.0,53.85,250
Ramakiem,Brutas,Sram,855,22,26,200.0,45.83,250
